Тип транспорта,Номер маршрута,Конечные остановки,id остановки,Название остановки,Долгота,Широта
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915661,Центральный стадион, 48.735848,44.543694
Троллейбус,9,Спартановка / Улица Грамши — Площадь Куйбышева,stop__9915661,Центральный стадион, 48.735848,44.543694
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,3c,Гипермаркет Магнит — Пионерский лагерь,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915661,Центральный стадион, 48.735848,44.543694
Троллейбус,10а,Площадь Возрождения — Улица Землячки,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9915661,Центральный стадион, 48.735848,44.543694
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9915661,Центральный стадион, 48.735848,44.543694
Маршрутка,57,Нижний посёлок ВгТЗ — Кузнецкая улица,stop__9915661,Центральный стадион, 48.735848,44.543694
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915661,Центральный стадион, 48.735848,44.543694
